                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    130,                 1.2887,                0.68387,                 1.1111,                0.94195,                0.86587,                0.93092,                0.52424,                 1.5765,                0.76582,                 1.3271,              0.0087229,              0.0087229,              0.0087229
                    131,                 1.3118,                0.69488,                 1.1089,                0.91943,                0.84142,                0.90924,                0.49126,                 1.6273,                0.84315,                 1.3231,               0.008713,               0.008713,               0.008713
                    132,                  1.282,                0.68933,                 1.1048,                0.92704,                0.90221,                0.93611,                0.54036,                  1.541,                0.72095,                 1.2874,              0.0087031,              0.0087031,              0.0087031
                    133,                 1.2776,                0.68157,                 1.1002,                0.86045,                0.88447,                0.91045,                0.52027,                 1.5955,                0.77763,                 1.3328,              0.0086932,              0.0086932,              0.0086932
                    134,                 1.2897,                0.67014,                 1.0962,                0.92417,                0.88468,                0.92459,                0.50896,                 1.5746,                0.77563,                 1.3303,              0.0086833,              0.0086833,              0.0086833
                    135,                 1.2903,                0.69373,                  1.112,                0.92371,                0.89695,                0.93037,                0.53288,                 1.5276,                0.73152,                 1.2877,              0.0086734,              0.0086734,              0.0086734
                    136,                 1.2784,                0.67811,                 1.0918,                0.92553,                 0.8804,                0.93177,                0.51596,                 1.5533,                0.77382,                 1.2947,              0.0086635,              0.0086635,              0.0086635
                    137,                 1.2939,                0.68629,                 1.0982,                0.94725,                0.89571,                0.94428,                0.53689,                 1.5279,                0.70332,                 1.2981,              0.0086536,              0.0086536,              0.0086536
                    138,                 1.2808,                0.68899,                  1.095,                 0.8727,                0.88549,                0.92412,                0.51301,                 1.5821,                0.75227,                 1.3327,              0.0086437,              0.0086437,              0.0086437
                    139,                 1.2823,                0.67348,                  1.091,                0.92221,                0.86825,                0.93163,                0.50669,                 1.5902,                0.75301,                  1.325,              0.0086338,              0.0086338,              0.0086338
                    140,                 1.2792,                0.66797,                 1.0963,                0.87661,                0.92649,                0.93986,                0.53519,                 1.5183,                0.70945,                  1.308,              0.0086239,              0.0086239,              0.0086239
                    141,                 1.2669,                0.66955,                 1.0865,                0.91406,                0.85579,                0.90916,                0.51285,                 1.5342,                0.71924,                  1.314,               0.008614,               0.008614,               0.008614
                    142,                 1.2991,                0.67643,                 1.1011,                0.91402,                0.90387,                0.93708,                0.53527,                 1.5363,                0.68907,                 1.3195,              0.0086041,              0.0086041,              0.0086041
                    143,                 1.2941,                 0.6757,                 1.0961,                 0.9348,                0.91773,                0.93686,                0.52226,                 1.5213,                0.69356,                 1.3015,              0.0085942,              0.0085942,              0.0085942
                    144,                 1.2779,                0.68097,                 1.0992,                0.89992,                0.85671,                0.90053,                0.49872,                 1.5742,                0.78053,                 1.3298,              0.0085843,              0.0085843,              0.0085843
                    145,                 1.2882,                0.67925,                  1.101,                0.93479,                0.89007,                0.93262,                0.53517,                 1.5454,                0.69661,                 1.3203,              0.0085744,              0.0085744,              0.0085744
                    146,                  1.256,                0.66878,                  1.087,                0.92153,                0.90244,                0.92661,                0.52157,                 1.5445,                0.72683,                 1.3191,              0.0085645,              0.0085645,              0.0085645
                    147,                 1.2693,                0.68134,                 1.0974,                0.92906,                0.88163,                0.93358,                0.53284,                 1.5351,                0.70228,                 1.3092,              0.0085546,              0.0085546,              0.0085546
